scorer,,,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick,jwidrick
bodyparts,,,TS,TS,S1,S1,S2,S2,T1,T1,T2,T2,T3,T3,T4,T4
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,01029,img012.png,276.3974623099411,410.9985658909331,302.7616454403026,381.577665875892,314.9885129790209,366.676171063079,334.09299350826836,346.0433320914917,353.5795636481008,324.6463138987347,371.91986495617834,304.7776541483172,395.6094208124452,280.3239190708805
labeled-data,01029,img014.png,277.0317049377267,410.00813736872635,301.7695579307266,381.6420659367531,316.2824316866199,365.1501639414198,333.7638478016731,346.3493956667399,352.8944541162598,325.89943719252676,372.35489847075297,304.45996459859333,394.1242091045929,281.3713018051268
labeled-data,01029,img025.png,344.77182988828656,386.77682778730787,307.58177445801823,384.99374293791146,290.00565237111056,370.4743377356834,296.8832653616396,346.7847818794165,319.5539155896799,335.5768199689247,348.3379995870795,328.444480571339,377.8862628056488,321.05741476669664
labeled-data,01029,img026.png,348.7078753930183,376.6115459697011,311.4459740530673,383.01236337779085,292.24352182879807,375.92574410454864,289.5003143681881,352.60848068936457,308.47416597073993,338.2066415211626,336.3634418202738,332.26302535650785,369.967733212745,325.4050067049832
labeled-data,01029,img027.png,347.85369284135504,363.0250925619339,316.711756717098,380.7906265925503,296.02013472849774,379.11857633084526,285.15180802741475,360.5170171693763,298.7372164037684,341.7064517251942,324.65399546019717,335.01825067837393,356.42295043259355,330.83812502411115
labeled-data,01029,img028.png,352.01465196634825,355.9277617167027,318.9132819416556,377.8734214015818,299.7108297173864,380.7995093595657,284.165987440597,365.25466708277634,295.3216977804106,342.39460491102733,322.02225039701347,335.6280265081895,352.74617395584426,332.7019385502057
labeled-data,01029,img031.png,365.7114541599418,354.4640645930772,331.60750712285954,367.18079060690445,309.8349307658523,375.8512856163322,284.5941564050739,375.08057494882746,273.9968847268845,354.6567422599533,286.7136107407117,336.5450415735934,316.77132677339443,329.80132323292736
labeled-data,01029,img034.png,385.35292081532685,379.3556678327981,354.0803557643741,365.3653097836876,334.32926204798287,365.7767909027791,308.4059515452195,372.56622936778854,280.4252354469985,378.5327055946151,261.7028445283361,364.33660698595895,268.903764112437,333.0640419350062
